respondent_id,probability_xyz,probability_seasonal
26843,0.07763888991091358,0.1665717887027971
26844,0.07797620262717711,0.5671774102098999
26845,0.09422341704175419,0.837434789135762
26846,0.08588339233392321,0.8453253976630539
26847,0.49988806757558124,0.16362358569602403
26848,0.09301706745558226,0.7893133330214914
26849,0.09176071234492646,0.14419754554307276
26850,0.7445772644681725,0.5131589204938083
26851,0.08705295971316464,0.17062095556020665
26852,0.08169985414536263,0.10516707850432774
26853,0.3267105147423459,0.255319240169788
26854,0.08104601385719021,0.1611524733517624
26855,0.6109417429010321,0.8224072570374709
26856,0.0884327570353359,0.11497883834045729
26857,0.19548806634390647,0.21731561044928535
26858,0.09728451756949898,0.26326974430700256
26859,0.08679966691045829,0.18296288144036751
26860,0.10492540097470925,0.10510902176112177
26861,0.07772825247651119,0.0815872318315945
26862,0.0910414545316299,0.21677501441551586
26863,0.12792611257654304,0.4820299118669561
26864,0.5142452615299954,0.2299992869408522
26865,0.08227083598489937,0.14320576164965002
26866,0.12792611257654304,0.6551343156690627
26867,0.07933422456449486,0.11515621073062843
26868,0.8142138374862934,0.8692271754881593
26869,0.08219915451326833,0.5030348570367146
26870,0.5594931535968298,0.9120319762509084
26871,0.07709998827255324,0.15772879375104543
26872,0.13371744913790676,0.33977325028485056
26873,0.38070105303852997,0.7681547350539114
26874,0.08937741999828368,0.10685988437972178
26875,0.5379085399325082,0.8501467120965182
26876,0.0776295951767912,0.1417276856308354
26877,0.07950983022418306,0.16497501501608708
26878,0.11688131933449794,0.30327083629744034
26879,0.07758665184987042,0.1598165019293316
26880,0.10650381899747643,0.09741242955342636
26881,0.07765299004329501,0.08333609702893259
26882,0.08766764278304616,0.09804622502660663
26883,0.0793748021043201,0.19161631363279816
26884,0.09779013602854196,0.18495453508349322
26885,0.3083673952629582,0.7394112233122356
26886,0.1295020730326339,0.7689626388622974
26887,0.5451790756131718,0.8353209445431782
26888,0.8908056198260678,0.8350922714118509
26889,0.07780856148034818,0.13018323609756832
26890,0.145287683124597,0.35502276706167357
26891,0.29822541729919494,0.7159975241543238
26892,0.1988079887710271,0.7924464418568975
26893,0.08766764278304616,0.09804622502660663
26894,0.13811437420560793,0.21064387915729743
26895,0.07901935697361595,0.880021713606757
26896,0.08766764278304616,0.16359730817022888
26897,0.08094975999576781,0.4628017057582947
26898,0.21767979701165946,0.22772707311386176
26899,0.07828074981386642,0.17120173598703334
26900,0.1214470028223795,0.17829404370917135
26901,0.09155731025306883,0.30753951922832773
26902,0.1537059008686802,0.8978549383452327
26903,0.22249175661363857,0.07133146627842281
26904,0.07986889908392233,0.3905102919690143
26905,0.26440070251767145,0.936825049182948
26906,0.08105941421205531,0.37273989878346264
26907,0.07683971480395749,0.6315519754769314
26908,0.07969052628584011,0.8202699787110899
26909,0.07464508662927398,0.09781032393938334
26910,0.11081190237309928,0.5924254764289943
26911,0.08679966691045829,0.18190798465839253
26912,0.4947997780180881,0.8813771449108153
26913,0.8343073070118224,0.785462881478967
26914,0.08937741999828368,0.17729710036844365
26915,0.23504268167697853,0.8236074257395224
26916,0.08363964735078884,0.16988832414498006
26917,0.07902369949340529,0.1779451378214364
26918,0.7328037148002893,0.8419168422932107
26919,0.14088067697250328,0.6736293124337029
26920,0.08188295073455785,0.18538597199813198
26921,0.0878175941464904,0.9186422304911706
26922,0.0873628562025393,0.8967227783211358
26923,0.08701507259878272,0.48565950388774454
26924,0.7395112511205992,0.7345650685912795
26925,0.1092788270716508,0.7599552127406471
26926,0.41141525540317697,0.49414274804766833
26927,0.25762777165563033,0.7819468291051078
26928,0.09222565748474967,0.5758778328547293
26929,0.08586989258907671,0.18659619436211208
26930,0.6774939317156973,0.8063267818092795
26931,0.09405540387441184,0.21896506443409477
26932,0.08972953824075057,0.9406406355595404
26933,0.08238428496475446,0.6789063693870188
26934,0.6335627297464423,0.8163136100334857
26935,0.1539608328275687,0.5211944634568612
26936,0.5930512801808713,0.24441656605703216
26937,0.10980410405400876,0.7042569454415166
26938,0.07853759211795511,0.1486674436384039
26939,0.07761135906574063,0.17583592296017966
26940,0.1888707073217601,0.13176270985048433
26941,0.07832794789637026,0.41666289955606756
26942,0.6632806591087617,0.8313113714958977
26943,0.292870705433632,0.707849692037251
26944,0.08679966691045829,0.21200796526846508
26945,0.1031374920582199,0.4273574124856631
26946,0.08635841230201656,0.7478436014794169
26947,0.09405540387441184,0.37506333527883734
26948,0.08144752213951624,0.10746319026352455
26949,0.07738347712346727,0.12795269860531275
26950,0.08312476333983987,0.4113626441684661
26951,0.08766764278304616,0.1829998991015552
26952,0.8428630212473289,0.8223719330097796
26953,0.49084809173581717,0.8178172472045907
26954,0.08160965636644418,0.0962009586354403
26955,0.08059734126139415,0.6853874538288525
26956,0.09663732802677973,0.17858266598617825
26957,0.0790330351638099,0.9347363261020352
26958,0.24392885079072896,0.4790616246862436
26959,0.09172380699055953,0.19532998951865127
26960,0.08970799645314963,0.10136176402867406
26961,0.10574302597077104,0.3639541452324768
26962,0.13908128625629046,0.8593398640745492
26963,0.13150877455344429,0.3514926502677039
26964,0.09405540387441184,0.10629300158440258
26965,0.7753249930574381,0.8614463839640158
26966,0.07755952856737366,0.17513017095731492
26967,0.08797939839882928,0.34646579676392086
26968,0.07780402528105743,0.8731727442681441
26969,0.07907203152907732,0.12397155509954988
26970,0.8196292165053747,0.7100519881840257
26971,0.08894589216705012,0.09936297913052802
26972,0.0794982678512563,0.16104690479262423
26973,0.11418260087332674,0.16515697665235002
26974,0.0813035652510091,0.19415665259072654
26975,0.08058107376654496,0.7551924377789749
26976,0.7028044977413486,0.42598082722420966
26977,0.08781645815446602,0.20815032194733074
26978,0.07857974143976362,0.8677837513590977
26979,0.2877032082698749,0.881841444327018
26980,0.11302553439350602,0.0839595529805656
26981,0.08320180465926832,0.5381795406173373
26982,0.7884787422618661,0.8715065296154335
26983,0.1186049066651562,0.42473636140668236
26984,0.08679966691045829,0.18296288144036751
26985,0.10300508787457185,0.17316315969469975
26986,0.10692900541007477,0.18316375879879748
26987,0.08937741999828368,0.18809656765921035
26988,0.10039661592687345,0.07927828176708807
26989,0.12206277789975982,0.8202645852074892
26990,0.07825661073319487,0.1590254407879956
26991,0.40112963263922446,0.5456075552787825
26992,0.3992189267944038,0.561413844182
26993,0.1092788270716508,0.8542415387994883
26994,0.100125064511366,0.20927719436228306
26995,0.09971766624415711,0.19059809673329864
26996,0.2811902782052717,0.5474054860869778
26997,0.08590854883443871,0.1809660305935714
26998,0.08179096298923229,0.13474131188228802
26999,0.3056316973137596,0.42107246664544595
27000,0.09404184527302965,0.2367983346025689
27001,0.07776462882428367,0.8053481701357332
27002,0.07762407145477596,0.20713273758662681
27003,0.07823741732059977,0.10164593824166498
27004,0.09543304659142235,0.1836726860991818
27005,0.5179055601799727,0.2187419169928507
27006,0.8030703444613684,0.828853447209347
27007,0.0785174267407948,0.2631829211883068
27008,0.08608241909061862,0.1098864450418544
27009,0.08937741999828368,0.37506333527883734
27010,0.08679966691045829,0.17858266598617825
27011,0.09143827821701705,0.14496044920402656
27012,0.2914355119744603,0.42085432723573285
27013,0.08937741999828368,0.37506333527883734
27014,0.07830586430365076,0.49781085187437746
27015,0.08797939839882928,0.1836726860991818
27016,0.0794067896215374,0.15601829277305237
27017,0.289084804262758,0.8233255588675799
27018,0.08638537040740336,0.21497184979396453
27019,0.8082919914589255,0.8552477114160534
27020,0.13581112167214837,0.23838784740244226
27021,0.10947767338530669,0.1509390508371309
27022,0.10497171561911768,0.1848512277063557
27023,0.126016211745905,0.12330659789948917
27024,0.16844934317410176,0.20355245275577516
27025,0.18585841865977418,0.15376964492150993
27026,0.12006252868518703,0.5195022490533336
27027,0.08588339233392321,0.8453253976630539
27028,0.17125557772865974,0.8355783798034468
27029,0.07293008553686987,0.16689598494472035
27030,0.19615553549264056,0.31129165455443414
27031,0.17497867172117998,0.8718003582046608
27032,0.10980410405400876,0.4175304363733496
27033,0.11753807975277313,0.7079117605829501
27034,0.0803144012921575,0.44469417931394545
27035,0.08679966691045829,0.21200796526846508
27036,0.10426716509079431,0.790728473858632
27037,0.5749412670741137,0.7489566072513062
27038,0.08198777181604984,0.17171431975042642
27039,0.7217892486157665,0.8688675669964977
27040,0.11042010923210437,0.12766496141307818
27041,0.08681357627838433,0.7196773046193332
27042,0.09422341704175419,0.6914549459016573
27043,0.2515734348271014,0.6502541116074955
27044,0.07917330287316507,0.1426242419609926
27045,0.09844304365790284,0.5921918963965048
27046,0.09612199967257488,0.1737036340058847
27047,0.49685099215390166,0.5485294485908899
27048,0.10439538618952675,0.7809877209951422
27049,0.4873438611560765,0.8254937703792845
27050,0.19343965577649488,0.45397896242672225
27051,0.08797939839882928,0.21505020515122703
27052,0.09892614929207044,0.2223964296671102
27053,0.8006231669735029,0.8365066973120132
27054,0.08470296806846685,0.13398196830618472
27055,0.10524694517010862,0.8976805830648669
27056,0.07748856349978137,0.1206230472654637
27057,0.07765299004329501,0.08861826821488783
27058,0.7895917334930369,0.8607705120929418
27059,0.08160965636644418,0.09936297913052802
27060,0.09355477031662567,0.22582735166646817
27061,0.08187563025612615,0.37669847900533454
27062,0.09172500515208754,0.4836769531650295
27063,0.09221418128373145,0.6759811564373388
27064,0.1727651187638589,0.5266492361057231
27065,0.08952795522859244,0.367974441408633
27066,0.10686207151481734,0.605840773492644
27067,0.2269449163257043,0.8233255588675799
27068,0.8567720195587433,0.8815734686412385
27069,0.7370177824166788,0.8957315433519898
27070,0.08766764278304616,0.09216253378550293
27071,0.08160965636644418,0.1596701681246881
27072,0.09155256047928971,0.7021197874095063
27073,0.09144700203715535,0.8976043350992546
27074,0.07759018508130992,0.166570758858327
27075,0.7442313226896168,0.8433530161186664
27076,0.6685908180150605,0.8193977452171239
27077,0.08179096298923229,0.1289608282889054
27078,0.23634876736745114,0.816567704398182
27079,0.2961016382224815,0.7931994781525555
27080,0.08609752842979732,0.13708066536562039
27081,0.07971743960868735,0.8959299553048097
27082,0.2017653558045655,0.17829404370917135
27083,0.09892614929207044,0.2223964296671102
27084,0.8137525915468634,0.8142528940818329
27085,0.08539774912959314,0.1665717887027971
27086,0.07772489239635559,0.16331018653025958
27087,0.13811437420560793,0.21064387915729743
27088,0.12041667782183227,0.48626781691644533
27089,0.126016211745905,0.23955377361527397
27090,0.2106199985488605,0.6662459914148319
27091,0.1907155376460941,0.25832076816205873
27092,0.0910016570532223,0.21896506443409477
27093,0.10497171561911768,0.1848512277063557
27094,0.07736891241135928,0.17134174727304452
27095,0.08188295073455785,0.399417741084146
27096,0.07769941662023314,0.18133146546692766
27097,0.6808990966218803,0.7682725313813736
27098,0.7046347643198031,0.8838025255615358
27099,0.1357541270359016,0.7175480667201272
27100,0.12732734188355496,0.9223830713869989
27101,0.07969052628584011,0.8202699787110899
27102,0.10136546132856356,0.8208882758861168
27103,0.07753240031700043,0.12191970991183546
27104,0.17066880040139987,0.596313468344159
27105,0.09455453693710086,0.6202622594660863
27106,0.565798129842373,0.6664671762013631
27107,0.4337521372206257,0.7383062900988839
27108,0.09779013602854196,0.18859130548097897
27109,0.08160965636644418,0.09936297913052802
27110,0.07998146875951968,0.40999908279680003
27111,0.08120938002665125,0.35217267245328987
27112,0.3659794593777045,0.610195991110838
27113,0.08198203824187801,0.10042141055286875
27114,0.08937741999828368,0.17729710036844365
27115,0.6362781519869833,0.8020338326640365
27116,0.11311023796402463,0.9220594809027244
27117,0.08766764278304616,0.12177061559351221
27118,0.08937741999828368,0.37506333527883734
27119,0.08383729101072702,0.2216597690748761
27120,0.27582858729476384,0.8955639682077353
27121,0.07690386426576581,0.7868610174862015
27122,0.08013661867256838,0.44233097594264437
27123,0.08937741999828368,0.17729710036844365
27124,0.07926158100463047,0.1561528271980871
27125,0.12276470864342326,0.10964705674198322
27126,0.18142857386351927,0.1543860633772416
27127,0.08415276143508003,0.121894481512105
27128,0.2144448615884843,0.37506333527883734
27129,0.6051323630937888,0.4331483590671327
27130,0.09543304659142235,0.18756246390228312
27131,0.07819050446239699,0.10279989676176343
27132,0.5379085399325082,0.8615418360718038
27133,0.10650840439689847,0.6601472669716947
27134,0.7071730915167519,0.7840765666135594
27135,0.1318850274019311,0.7667051353147515
27136,0.09612199967257488,0.3464643091522568
27137,0.09662651887152648,0.14269203017283194
27138,0.18682621405311808,0.28349367127272135
27139,0.10927324274910365,0.10441533716256068
27140,0.8908056198260678,0.8772748416967706
27141,0.6657639067228798,0.801474294671805
27142,0.07986889908392233,0.21675109620623345
27143,0.4259992995372463,0.21677501441551586
27144,0.07764812703975149,0.1714714717816986
27145,0.6441786562151417,0.7839748244662533
27146,0.10065680736075408,0.9066453982296228
27147,0.09612199967257488,0.1789486826896458
27148,0.23474991400689332,0.08716359432886311
27149,0.22731237781141658,0.06545199112581614
27150,0.4634051661179127,0.8520790609078273
27151,0.09287135721715974,0.7591406992522155
27152,0.07759018508130992,0.166570758858327
27153,0.1393219746675099,0.8310681228876008
27154,0.7661655505307773,0.8683414477761732
27155,0.10848650698969184,0.7395790676769284
27156,0.07745183783803017,0.23449536489404366
27157,0.07721184292177276,0.6615930349025747
27158,0.07989913427999606,0.3291732289677187
27159,0.09194018955151619,0.12554419856868596
27160,0.11273080311973419,0.3525551874960764
27161,0.12363711840747299,0.40167813277715403
27162,0.20498022035733368,0.8749997170129653
27163,0.7338355607151195,0.6700747086902493
27164,0.317924631977474,0.19157810981361273
27165,0.5318333580840858,0.7657527172649716
27166,0.10225178829184157,0.12202737686136556
27167,0.08356342465271348,0.6857324219064385
27168,0.17873239413350908,0.7935558371294495
27169,0.2811902782052717,0.6000339900812863
27170,0.23528980234454175,0.83748284438898
27171,0.09390908777523038,0.18468319616309514
27172,0.07809904616570411,0.8623325250660515
27173,0.2674669848163119,0.5480063079042983
27174,0.08198033960777654,0.18477692676714397
27175,0.10404864978863117,0.10710225131481071
27176,0.6024912217341236,0.8605149591557245
27177,0.7753249930574381,0.8614463839640158
27178,0.08679966691045829,0.21200796526846508
27179,0.09088826050206329,0.1946986926490856
27180,0.13412584468606492,0.43861559917704107
27181,0.07684097039439201,0.8677837513590977
27182,0.7471881030340708,0.8656973538892028
27183,0.07813477563608463,0.7334566187982506
27184,0.07783029777017109,0.41430834187848087
27185,0.6120394692047948,0.8020338326640365
27186,0.1650205083360743,0.8025010304077058
27187,0.1840928001162496,0.18296288144036751
27188,0.08952795522859244,0.367974441408633
27189,0.0802665008181367,0.623505564021887
27190,0.5939053049724045,0.8937285807347728
27191,0.20968061168035113,0.8523337394104904
27192,0.63654074054871,0.868821604511307
27193,0.08537320027405222,0.11458456271692806
27194,0.09844304365790284,0.5921918963965048
27195,0.0851101002627882,0.15014813508155647
27196,0.14913325527530963,0.22505307408077196
27197,0.10271532730672385,0.7638895130546975
27198,0.8261728779834793,0.817412000776838
27199,0.11943654360251532,0.12919516100852202
27200,0.4259992995372463,0.3790385923550303
27201,0.7110152924858056,0.7909059521640261
27202,0.10730677304036995,0.15394166589379982
27203,0.09404184527302965,0.11515621073062843
27204,0.08705295971316464,0.08861826821488783
27205,0.0910016570532223,0.1806637091499555
27206,0.1888707073217601,0.14913479363940496
27207,0.08937741999828368,0.17729710036844365
27208,0.624721872868414,0.8114986140082994
27209,0.09663732802677973,0.18296288144036751
27210,0.16698310154014528,0.22586202095231692
27211,0.0794067896215374,0.16509414092539698
27212,0.7192855023128005,0.8864612866028126
27213,0.3406736867177479,0.3054240800941723
27214,0.08169985414536263,0.18075221543472395
27215,0.11150971087067568,0.834067008622561
27216,0.07592692082591096,0.8621656445782779
27217,0.08687713070467494,0.14511615256640994
27218,0.546429879736044,0.8387673073958282
27219,0.565798129842373,0.23955377361527397
27220,0.19456259190779332,0.7612205454107472
27221,0.12006252868518703,0.7541367065104551
27222,0.3733204815928746,0.21677501441551586
27223,0.07838923921176849,0.8107046439642622
27224,0.30922823865793,0.50916486867775
27225,0.11219014978884496,0.18552211189186507
27226,0.07757584501935848,0.1933747417827954
27227,0.08937741999828368,0.21896506443409477
27228,0.3268611020446997,0.8711912277697204
27229,0.766989757616161,0.8838025255615358
27230,0.14472474276416888,0.8881235394110614
27231,0.5110549328358766,0.8673273900422535
27232,0.11115571008175358,0.6587422565678773
27233,0.25583368399847195,0.3163495697063857
27234,0.07727798948240999,0.16668171291792966
27235,0.7684443037593844,0.8232319210943009
27236,0.09558253927055911,0.8996421528807105
27237,0.2269449163257043,0.6997793838998879
27238,0.17083805202992264,0.7638979134434949
27239,0.2298215943788605,0.12422872422144866
27240,0.10693609426818829,0.27426712928250196
27241,0.08937741999828368,0.1806637091499555
27242,0.1912902959191736,0.3044070983455751
27243,0.07901336044911068,0.12559528313784768
27244,0.08894589216705012,0.12996308143193014
27245,0.07886954870664845,0.5076554887425645
27246,0.7207620122090759,0.8832039667545984
27247,0.10615646521387416,0.9079117164431229
27248,0.1092788270716508,0.7599552127406471
27249,0.11594294514520367,0.6018987854925305
27250,0.1031374920582199,0.19243228049125602
27251,0.08761458511747221,0.26740759333007985
27252,0.330255938463707,0.374493630719482
27253,0.08524405845019473,0.8774961297129926
27254,0.7982452015651385,0.8616218451536705
27255,0.09663732802677973,0.18190798465839253
27256,0.5323990128481558,0.8662489138390943
27257,0.2811902782052717,0.6000339900812863
27258,0.5942652482967117,0.7854871626305736
27259,0.6258899558330612,0.8240516153717057
27260,0.3938302130260732,0.38436109673837293
27261,0.07875303265671556,0.5046349171662484
27262,0.13811437420560793,0.5823423314383741
27263,0.12006347383678033,0.09143965304137855
27264,0.08758048109378805,0.0953300249533273
27265,0.08164923044203558,0.3863482163379103
27266,0.12363711840747299,0.29900578695809676
27267,0.37939596816046434,0.8223767728319602
27268,0.07750543790034342,0.16753568449285314
27269,0.7236251627694424,0.7903316991897336
27270,0.07760297828356352,0.134264141863844
27271,0.09390908777523038,0.21198386970541402
27272,0.07715138723654094,0.4310013823636234
27273,0.10009527340263225,0.17250430661355254
27274,0.09088826050206329,0.24372390438591293
27275,0.09348311615704413,0.3036800417380666
27276,0.08137465121380352,0.1892450857039695
27277,0.0808951049720058,0.928790875652042
27278,0.17655923047779806,0.5489968938029681
27279,0.07797855871425384,0.21497184979396453
27280,0.3992189267944038,0.5216911408391298
27281,0.07888186448489393,0.37021149780950086
27282,0.1089186831544034,0.8593549922602962
27283,0.07736891241135928,0.18127230480217607
27284,0.4022307413725606,0.31478213614406836
27285,0.08559777571041333,0.4265465082306115
27286,0.07808058887725464,0.21089724329879364
27287,0.17083805202992264,0.46945554963348574
27288,0.2894785726871077,0.7906795429785727
27289,0.21013614660232646,0.2619016124118216
27290,0.08104601385719021,0.1611524733517624
27291,0.66476923162527,0.8521898027856466
27292,0.08710165920850468,0.44693758455361865
27293,0.1620075368691446,0.8706469420256698
27294,0.08144752213951624,0.14824744977944268
27295,0.18634380095911424,0.8465376006175618
27296,0.09907445662050302,0.8357100877561895
27297,0.11352893518050124,0.8284037844078823
27298,0.09844304365790284,0.2223964296671102
27299,0.13378950473526108,0.7152443920430839
27300,0.4405891652330445,0.8145632941815276
27301,0.08227083598489937,0.14320576164965002
27302,0.0802665008181367,0.7429126026207206
27303,0.09042625647079294,0.19490220024189014
27304,0.08642826734600358,0.8593239479175839
27305,0.07756209868444629,0.12314446006362674
27306,0.10667206032916353,0.5348985337139543
27307,0.8382507088786849,0.9061771798598457
27308,0.13811437420560793,0.4893643848030861
27309,0.6896649775413373,0.8727122344775161
27310,0.0990391886705021,0.12281619348377422
27311,0.09405540387441184,0.17729710036844365
27312,0.1360103823480726,0.20934597521178527
27313,0.08937741999828368,0.18809656765921035
27314,0.07792941866628446,0.16359730817022888
27315,0.08937741999828368,0.21896506443409477
27316,0.24602934450077596,0.7223270531786821
27317,0.07658028249021528,0.10010482507859178
27318,0.09735597916499253,0.16899248842192294
27319,0.3047261141861433,0.8240128430723215
27320,0.5080591414069976,0.21064387915729743
27321,0.09157989107989688,0.7576618200669333
27322,0.13732098782578914,0.14686563024134347
27323,0.14737389461133835,0.6083794239514311
27324,0.26285515391080644,0.5314114194672104
27325,0.6585249316113133,0.8255252258869991
27326,0.1650205083360743,0.7376570691204594
27327,0.06950276438504269,0.2169244857378116
27328,0.13980840295865235,0.40607688700114336
27329,0.09088826050206329,0.1946986926490856
27330,0.07920613213046589,0.4293559622864563
27331,0.08679966691045829,0.17858266598617825
27332,0.1615053903014325,0.8625483736027406
27333,0.6825215524121636,0.8443856906563784
27334,0.08970799645314963,0.1714714717816986
27335,0.11815847277144326,0.17703873635133152
27336,0.09663732802677973,0.18296288144036751
27337,0.2800695273391963,0.5085376362388928
27338,0.2050695416646396,0.18190798465839253
27339,0.13412584468606492,0.2619016124118216
27340,0.08227083598489937,0.11784516001372085
27341,0.13811437420560793,0.6736293124337029
27342,0.07901658946529742,0.41164224630063184
27343,0.08160965636644418,0.0962009586354403
27344,0.14280879058701648,0.3639541452324768
27345,0.08592648666837986,0.1771315146305387
27346,0.7471881030340708,0.8208457650355901
27347,0.7506577489387025,0.8356176183085631
27348,0.08679966691045829,0.21200796526846508
27349,0.09085508732792635,0.16459806129230023
27350,0.11173756270968843,0.8543827412280557
27351,0.7979472539287419,0.7926408328315571
27352,0.09786236758217373,0.16690511370318564
27353,0.07760954191144286,0.19628018453405827
27354,0.10174396473569647,0.7383131967977118
27355,0.13809124998907893,0.5502180910150696
27356,0.10355788075570753,0.7712367708882147
27357,0.07814958517454675,0.2631829211883068
27358,0.10351210243520213,0.6570841975976004
27359,0.2306919260116669,0.7397291929386303
27360,0.12500196857096674,0.6017317384992239
27361,0.0818437129042352,0.8983220598606523
27362,0.18510978459236574,0.5348907192111435
27363,0.11825098115130395,0.11515621073062843
27364,0.08999829758607726,0.3464643091522568
27365,0.16043642445398928,0.6384828766541253
27366,0.2797202635354146,0.6262125809217464
27367,0.34280139617725575,0.6708476505525167
27368,0.09513290117386271,0.5459103800277426
27369,0.09404184527302965,0.16897718134977766
27370,0.0813029157376447,0.8678503868718401
27371,0.2811902782052717,0.5139579584101647
27372,0.08894589216705012,0.09936297913052802
27373,0.7543085980252516,0.7984231640267181
